리뷰ID,리뷰작성일,상품구매일,배송완료일,리뷰본문,회원등급,상품번호,상품명,상품가격,상품옵션,리뷰작성경로,리뷰별점,태그,포토개수,동영상개수,댓글개수,댓글내용
9cd773298a31,2026-03-25 09:16:24,2026-03-13 10:16:45,2026-03-14 13:40:20,잊어버려서 다시 재주문했어요,,376,허리편한케어 V1 전용 케이블,5000,,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
362e4a718629,2026-03-25 09:26:29,2026-03-15 14:57:10,2026-03-17 13:44:03,"업무도 앉아서, 취미도 앉아서, 그리고 운전 하면서 평소에 목이 많이 불편했는데 제품을 한번 사용 해보고 보고 대 만족 중입니다. C-Type 코드를 빼면 전혀 작동을 안 하는데 오히려 안심하고 베게로 사용 할 수 있습니다. 요즘 베터리 제품들 화제가 빈번하게 난다는 소식이 들려와서 좀 우려 있었는데 이 제품에는 베터리가 없어서 안심입니다. 특히 온 열 기능이 가장 맘에 드는데, 권장사용 시간이 15분 인데, 15분 후에 타이머로 자동 꺼지는 기능이 있으면 좋 을거 같습니다. 그리고 펌프 기능으로 목을 밀어올려주는 기능이 있는데 이 기능은 올려주는 면이 좀 좁다고 해야 할까요? C자형으로 둥글게 올려주면 좋은데 A처럼 올려줘서 한점에 몰려서 올려주는 느낌이라 좀 더 받혀서 골고루 올려줬으면 좋겠습니다.",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
bb720932c163,2026-03-25 09:32:07,2026-03-22 03:07:05,2026-03-24 13:46:00,배송 빠르고 좋아요,,636,허리편한케어 V2 허리 마사지기,149000,수량선택: 허리편한케어 V2 1개 (허리베개 1개 증정),기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
01c68b6ce3c1,2026-03-25 09:45:09,2026-03-09 20:33:40,2026-03-11 17:21:00,매우 만족합니다 최고 최고 잘 쓰겠습니다,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
b69dbcec01df,2026-03-25 10:37:32,2026-01-09 12:23:55,2026-01-10 10:46:01,"사용하기 편리하고 너무 세지 않아서 좋으네요.
어깨쪽이 좀더 넓으면 더 좋겠어요.",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
ef2b2369c7f7,2026-03-25 12:19:25,2026-03-23 14:51:55,2026-03-24 16:27:00,"너무 좋습니다.반신반의 하면서 구매했는데 너무 좋네요,온열도 되고 안마하면서 자니 꿀잠 잤어요,",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 2개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
8d1843c8db89,2026-03-25 16:34:41,2026-03-20 14:52:20,2026-03-21 15:37:00,사용하기 전 있지만 좋아 보여요,,757,★최대할인 비밀링크★ 발편한케어 V1 프리미엄 발 마사지기,89000,"사이즈선택: L (250 - 295mm), 수량선택: 발편한케어 1개",기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
e83a6fba5efb,2026-03-25 16:35:13,2026-03-24 09:06:55,2026-03-25 15:59:00,목과 허리에 통증이 있어서 구매했어요~^^좋아지길 바라며 리뷰남깁니다~마시지도 여러가지고 사용하기도 편하네요~,,100,허리편한케어 V1 허리 마사지기,129000,수량선택: 허리편한케어 V1 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
2ac2d91ef51b,2026-03-25 16:46:26,2026-02-18 16:30:15,2026-02-20 15:19:00,소리가 너무 울려서 귀가 얼얼하고 머리가 덜덜거려서 사용할수가 없네요 잘못구입했네요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,1,,1,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
209dfd32113a,2026-03-25 17:08:28,2026-03-21 20:10:25,2026-03-24 15:17:00,상품이상없이잘받았어요,,636,허리편한케어 V2 허리 마사지기,149000,수량선택: 허리편한케어 V2 1개 (허리베개 1개 증정),기존리뷰,4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
371a31bd8d13,2026-03-25 18:41:41,2026-03-09 13:10:50,2026-03-10 13:51:13,조아요좋아요 조아횻,,100,허리편한케어 V1 허리 마사지기,129000,수량선택: 허리편한케어 V1 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
78afc8be4c33,2026-03-25 20:43:16,2026-03-23 00:29:15,2026-03-24 13:28:00,효과는 아직 더 사용해봐야 알겠어요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,4,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
0bfcfbdc0101,2026-03-25 22:43:54,2026-03-22 00:08:50,2026-03-24 10:46:17,발고장 이슈로 너무 슬펐는데 요즘 자기전에 항상 애용하는 효자템이예요! 개인적으로 파스 떡칠하고 하니까 더 시원하고 팍팍 풀리는 느낌이 들어서 좋습니다. 무엇보다 가벼워서 휴대가능한게 큰 장점인것 같아요.,,757,★최대할인 비밀링크★ 발편한케어 V1 프리미엄 발 마사지기,89000,"사이즈선택: M (220 - 270mm), 수량선택: 발편한케어 1개",기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
df801b00ff67,2026-03-25 23:28:32,2026-03-13 00:25:15,2026-03-14 18:36:36,찌릿찌릿 좋아요. 특히나 신발하고 본체가 따로 있어서 충전시 편리하네요,,898,[44언니X슬룸] 2차! EMS 발 마사지기 최저가 OPEN★,79900,"제품 선택: EMS 슬리퍼 V2 (one size), 수량선택: 2SET, 사이즈 선택: [57%]EMS 슬리퍼 V2/ 2SET + 마사지크림 증정/ F사이즈",기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
176dc47441ea,2026-03-26 06:17:16,2026-03-16 12:35:59,2026-03-17 15:09:00,목디스크 있었어 구매했습니다 며칠 안써봤지만 목이 편해진 느낌이 듭니다,,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,수량선택: 목베개 플러스 1개,모바일,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
5dc7ef39ec21,2026-03-26 06:53:07,2026-03-23 09:35:44,2026-03-24 14:54:00,"마사지 지압하는돌기부분이라고해야하나 이거떨어져서왔습니다
좀튼튼한거로 다시보내주세요 ",,872,종아리편한케어 프리미엄 종아리 마사지기,149000,수량선택: 종아리편한케어 1개,모바일,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다. 😥

리뷰로는 상세한 안내가 어려워, 자세한 내용 알림톡(문자) 발송 도와드렸으니 확인 부탁드리겠습니다.
추가로 궁금하신 점이 있으시거나 문자 확인하신 후에도 해결되지 않는 경우
번거로우시겠지만 슬룸 채팅 상담을 통해 연락 주시면 빠르게 안내 도와드리겠습니다.

▶ 슬룸 채팅 상담 (※ 월-목 09:30-17:00, 금 09:30-16:00, 주말 및 공휴일 휴무)
http://sloom.channel.io/

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다. 감사합니다."
84f48c89c883,2026-03-26 08:38:09,2026-03-24 10:12:38,2026-03-25 16:41:00,베게가 편안하고 밤에 자는게 편안해졌어요,,724,★최대할인 비밀링크★ 목베개 플러스 특가,89000,수량선택: 목베개 플러스 1개,모바일,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
9bf90fb940e2,2026-03-26 09:39:29,2026-03-23 18:50:24,2026-03-25 17:27:00,진동이 조금약한것이 흠이지만 가성비대비 굿 입니다,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,반응형(내리뷰),4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
4c049e11ed00,2026-03-26 09:41:04,2026-03-23 18:50:24,2026-03-25 17:27:00,"목을 잡아주는 느낑이 좋아요
재조를 중국 공장에서 만들었네요",,63,목베개 스트레칭 베개,39900,수량선택: 목베개 2개,반응형(내리뷰),4,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
785c7b41bf87,2026-03-26 21:02:15,2026-03-25 08:15:23,2026-03-26 14:06:00,어머니가 족저근막염이 있어서 사드렸는데 매우 만족하세요. 1-2단계만 해도 충분히 자극이 옵니다. 자주 쓰실것 같아요,,757,★최대할인 비밀링크★ 발편한케어 V1 프리미엄 발 마사지기,89000,"사이즈선택: M (220 - 270mm), 수량선택: 발편한케어 1개",모바일,5,,2,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
ccd1f7bd3c6d,2026-03-26 08:01:39,2026-03-24 05:37:10,2026-03-25 13:06:00,조작이쉽고 어르신들도 혼자 할수있어요.시원하시데요,,100,허리편한케어 V1 허리 마사지기,129000,수량선택: 허리편한케어 V1 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
c2c81f3ecfba,2026-03-26 09:15:14,2026-03-10 15:58:50,2026-03-12 16:55:00,잘 작동됩니다 어미님께서 만족해 하십니다,,376,허리편한케어 V1 전용 케이블,5000,,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
65401c06e8c5,2026-03-26 09:23:01,2026-03-17 16:04:00,2026-03-19 10:53:00,남편이 족저근막염이있는데 이거쓰고 괜찮아졌다고 회사형들한테도 추천했어요 ㅎㅎ,,757,★최대할인 비밀링크★ 발편한케어 V1 프리미엄 발 마사지기,89000,"사이즈선택: M (220 - 270mm), 수량선택: 발편한케어 1개",기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
9ab4fc0cbcf4,2026-03-26 11:06:57,2026-03-23 17:37:30,2026-03-25 13:03:00,허리 좌우로 위 아래 스트레칭 해주는게  너무 좋네요,,636,허리편한케어 V2 허리 마사지기,149000,수량선택: 허리편한케어 V2 1개 (허리베개 1개 증정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
d2b6732247d1,2026-03-26 11:29:16,2026-03-24 09:56:45,2026-03-25 16:30:00,진심 하나도 안시원해서 바로 버립니다,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
282fac8ffe82,2026-03-26 13:28:29,2026-03-18 15:20:40,2026-03-20 13:45:00,배송빠르고 제품좋아요,,100,허리편한케어 V1 허리 마사지기,129000,수량선택: 허리편한케어 V1 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
e8162227f5d5,2026-03-26 16:08:16,2026-03-20 13:42:15,2026-03-21 14:32:00,좋아요 굳굳 발 아치 잘 잡아줌,,757,★최대할인 비밀링크★ 발편한케어 V1 프리미엄 발 마사지기,89000,"사이즈선택: L (250 - 295mm), 수량선택: 발편한케어 1개",기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
0a76c9a8a9dc,2026-03-26 17:09:56,2026-03-24 09:54:50,2026-03-25 12:33:00,평상시 허리 통증이 심했는데..짐 많이 좋아지고 있습니다..,,636,허리편한케어 V2 허리 마사지기,149000,수량선택: 허리편한케어 V2 1개 (허리베개 1개 증정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
8a760efa584d,2026-03-26 18:48:18,2026-03-23 21:47:45,2026-03-25 14:21:00,충전이 되는건줄 알았는데 충전이 되는건 아니네요.,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,1,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
ace2126da180,2026-03-26 19:23:22,2026-03-19 16:19:55,2026-03-21 13:09:00,빠른배송감사드립니다,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
6e8497043841,2026-03-26 19:47:42,2026-02-12 13:36:35,2026-02-13 16:32:00,남편꺼랑 내꺼랑 2대 구입했어요.,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 2개,기존리뷰,4,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
2660333209d7,2026-03-26 21:49:33,2026-03-25 08:53:45,2026-03-26 14:05:00,목디스크가있어 사용하다고장 새로구매했네요 효과너무좋아요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
1816770d0b8d,2026-03-26 22:20:57,2026-03-24 19:10:30,2026-03-26 15:54:00,좋은 제품 감사 합니다,,468,눈편한케어 온열 진동 눈 마사지기,49900,수량선택: 눈편한케어 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
da777a67e0a3,2026-03-26 23:37:56,2026-03-21 23:17:40,2026-03-24 16:26:00,거북목 많이  완화 되길 바라며사용후 다시 올릴게요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
4396ee254a2b,2026-03-27 08:28:37,2026-03-10 20:33:45,2026-03-12 14:04:00,"불편해요
머리가 울려요
반품하고싶은데
오래걸린다해서 그냥 놔뒀어요",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,1,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
c230e650aa61,2026-03-27 09:20:13,2026-03-24 13:59:55,2026-03-25 13:48:00,사용하기 편하고 좋습니다.,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
eb014d5cf8dd,2026-03-27 10:05:08,2026-03-22 16:30:45,2026-03-24 15:32:00,사용중일때는 잘 모르겠는데 사용 후 허리가 약간 뻐근합니다. 그러나 다음날 아침에는 괜찮습니다. 이제 3일 썼는데 지인한테 추천 받은거라 열심히 치료 목적으로 써 보고 홍보할게요.,,636,허리편한케어 V2 허리 마사지기,149000,수량선택: 허리편한케어 V2 1개 (허리베개 1개 증정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
8730c1cbf7e4,2026-03-27 11:05:02,2026-03-21 12:08:40,2026-03-24 13:40:09,아직 효과는 모르겠어요 꾸준히 사용해볼게요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,3,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
ceeace2b0b22,2026-03-27 13:30:18,2026-03-23 00:15:45,2026-03-24 20:45:00,발바닥에 자극이 마음에 듭니다,,757,★최대할인 비밀링크★ 발편한케어 V1 프리미엄 발 마사지기,89000,"사이즈선택: L (250 - 295mm), 수량선택: 발편한케어 1개",기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
b8d1d5640272,2026-03-27 13:50:26,2026-03-11 09:31:00,2026-03-12 14:23:00,"세가지 모두 중 리프팅에 가장 큰 기대를 했는데, 의외로 온열기능이 최고네요. 다른 기기들 모두 온열이 되긴하지만, 걸치거나 얹어놓는 스타일… 근데 이건 누워서 가능하니, 자기전 꼭! 목어깨 온열해주고 잡니다. 그래서 더 자주 사용하게 되는 것 같아요! 1주일 넘게 사용해보고 리뷰쓰고싶어서 늦어졌네요.",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
46e94f189b88,2026-03-27 14:21:12,2026-02-24 09:21:50,2026-02-25 13:43:19,다 좋은데 약간의 진동 소음이 있음,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,4,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
